INFO 2020-06-16 20:35:20,001 autoreload 598 Watching for file changes with StatReloader
INFO 2020-06-19 22:16:46,388 basehttp 157 "GET / HTTP/1.1" 200 1962
INFO 2020-06-19 22:16:57,837 basehttp 157 "GET / HTTP/1.1" 200 1958
INFO 2020-06-19 22:17:31,154 basehttp 157 "GET / HTTP/1.1" 200 1967
INFO 2020-06-19 22:21:17,538 basehttp 157 "GET / HTTP/1.1" 200 2000
INFO 2020-06-19 22:22:10,996 basehttp 157 "GET / HTTP/1.1" 200 2004
INFO 2020-06-19 22:22:57,906 basehttp 157 "GET / HTTP/1.1" 200 2008
INFO 2020-06-19 22:23:04,169 basehttp 157 "GET / HTTP/1.1" 200 2008
INFO 2020-06-19 22:23:04,968 basehttp 157 "GET / HTTP/1.1" 200 2008
INFO 2020-06-19 22:23:05,328 basehttp 157 "GET / HTTP/1.1" 200 2008
INFO 2020-06-19 22:23:05,668 basehttp 157 "GET / HTTP/1.1" 200 2008
INFO 2020-06-19 22:23:06,320 basehttp 157 "GET / HTTP/1.1" 200 2008
INFO 2020-06-19 22:23:12,727 basehttp 157 "GET / HTTP/1.1" 200 2008
INFO 2020-06-19 22:23:12,988 basehttp 157 "GET /static/js/AILabel.pkg.min.js HTTP/1.1" 200 82409
INFO 2020-06-19 22:23:13,047 basehttp 157 "GET /static/images/demo.png HTTP/1.1" 200 61278
INFO 2020-06-20 09:40:29,384 autoreload 598 Watching for file changes with StatReloader
INFO 2020-06-20 09:42:23,828 basehttp 157 "GET / HTTP/1.1" 200 9616
INFO 2020-06-20 09:42:23,962 basehttp 157 "GET /static/js/AILabel.pkg.min.js HTTP/1.1" 304 0
WARNING 2020-06-20 09:42:24,292 log 228 Not Found: /public/gdbox/demo/imgs/demo.jpeg
WARNING 2020-06-20 09:42:24,294 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 09:42:24,296 basehttp 157 "GET /public/gdbox/demo/imgs/demo.jpeg HTTP/1.1" 404 2148
WARNING 2020-06-20 09:42:24,297 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2151
WARNING 2020-06-20 09:42:24,346 log 228 Not Found: /favicon.ico
WARNING 2020-06-20 09:42:24,346 basehttp 157 "GET /favicon.ico HTTP/1.1" 404 2085
INFO 2020-06-20 09:45:31,830 autoreload 222 E:\Learning\python\pictureAnnotation\pictureAnnotationSystem\views.py changed, reloading.
INFO 2020-06-20 09:45:33,249 autoreload 598 Watching for file changes with StatReloader
WARNING 2020-06-20 09:45:37,087 log 228 Not Found: /testDataBase/
WARNING 2020-06-20 09:45:37,090 basehttp 157 "GET /testDataBase/ HTTP/1.1" 404 2196
INFO 2020-06-20 09:45:39,903 basehttp 157 "GET /test HTTP/1.1" 301 0
ERROR 2020-06-20 09:45:40,534 log 228 Internal Server Error: /test/
Traceback (most recent call last):
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\core\handlers\exception.py", line 34, in inner
    response = get_response(request)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\core\handlers\base.py", line 115, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\core\handlers\base.py", line 113, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "E:\Learning\python\pictureAnnotation\pictureAnnotationSystem\views.py", line 10, in showTest
    return render(request, 'test.html')
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\shortcuts.py", line 19, in render
    content = loader.render_to_string(template_name, context, request, using=using)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\template\loader.py", line 61, in render_to_string
    template = get_template(template_name, using=using)
  File "E:\Learning\python\pictureAnnotation\venv\lib\site-packages\django\template\loader.py", line 19, in get_template
    raise TemplateDoesNotExist(template_name, chain=chain)
django.template.exceptions.TemplateDoesNotExist: test.html
ERROR 2020-06-20 09:45:40,536 basehttp 157 "GET /test/ HTTP/1.1" 500 86434
INFO 2020-06-20 09:45:59,259 basehttp 157 "GET /test/ HTTP/1.1" 200 2008
INFO 2020-06-20 09:45:59,428 basehttp 157 "GET /static/images/demo.png HTTP/1.1" 304 0
INFO 2020-06-20 10:04:09,247 basehttp 157 "GET /test/ HTTP/1.1" 200 2017
INFO 2020-06-20 11:19:47,781 basehttp 157 "GET / HTTP/1.1" 200 9615
WARNING 2020-06-20 11:19:48,163 log 228 Not Found: /public/gdbox/demo/imgs/demo.jpeg
WARNING 2020-06-20 11:19:48,170 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:19:48,182 basehttp 157 "GET /public/gdbox/demo/imgs/demo.jpeg HTTP/1.1" 404 2253
WARNING 2020-06-20 11:19:48,193 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:19:58,423 basehttp 157 "GET / HTTP/1.1" 200 9615
WARNING 2020-06-20 11:19:58,732 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:19:58,735 log 228 Not Found: /public/gdbox/demo/imgs/demo.jpeg
WARNING 2020-06-20 11:19:58,736 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
WARNING 2020-06-20 11:19:58,737 basehttp 157 "GET /public/gdbox/demo/imgs/demo.jpeg HTTP/1.1" 404 2253
INFO 2020-06-20 11:22:02,728 autoreload 598 Watching for file changes with StatReloader
INFO 2020-06-20 11:22:04,057 basehttp 157 "GET / HTTP/1.1" 200 9615
WARNING 2020-06-20 11:22:04,348 log 228 Not Found: /public/gdbox/demo/imgs/demo.jpeg
WARNING 2020-06-20 11:22:04,350 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:22:04,363 basehttp 157 "GET /public/gdbox/demo/imgs/demo.jpeg HTTP/1.1" 404 2253
WARNING 2020-06-20 11:22:04,365 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:26:24,628 basehttp 157 "GET / HTTP/1.1" 200 9617
WARNING 2020-06-20 11:26:24,763 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:26:24,764 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:26:40,281 basehttp 157 "GET / HTTP/1.1" 200 9619
WARNING 2020-06-20 11:26:40,407 log 228 Not Found: /public/gdbox/demo/imgs/marker.png
WARNING 2020-06-20 11:26:40,409 basehttp 157 "GET /public/gdbox/demo/imgs/marker.png HTTP/1.1" 404 2256
INFO 2020-06-20 11:26:41,088 basehttp 157 "GET / HTTP/1.1" 200 9619
